,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,0.04304664,0.055834554,-0.028721752,-0.021581361,-0.048628803,0.057433512,0.016047463,-0.04582008,-0.07320827,0.09618019,-0.055666063,-0.00067936216,0.024537276,0.020800909,0.044050597,-0.10575712,-0.058467098,0.21387167,0.035667986,-0.020072123,-0.05150041,0.036324594,-0.04147919,-0.06525975,0.1107494,-0.08212447,0.10660312,-0.034672976,0.03665297,0.009976807,-0.009662126,0.045508467,0.058915976,-0.037731476,0.1553927,0.09881273,0.0017941457,0.057778418,0.019584447,-0.010208457,-0.11991216,-0.05750768,0.04713787,-0.0515426,0.028472422,-0.004398674,0.009438209,-0.007303188,0.00454401,0.035846233,0.11683236,0.013940013,-0.022801705,-0.07837322,-0.028398383,-0.0062579834,0.07916999,-0.019569281,0.020912658,0.097921565,0.046414115,0.061099272,-0.0444539,0.0026304068,0.09712656,-0.015822696,0.043485686,0.057808,0.0007250951,-0.03958608,-0.026207626,0.04443612,-0.005393778,0.007268358,-0.034547336,0.09936006,0.10194172,0.04297729,-0.012530616,-0.03604156,-0.052201886,-0.12040303,-0.03489647,0.035472784,-0.124086514,0.00858163,0.08114824,0.015959727,0.016052,0.02505464,-0.0150562,0.02562585,0.08289259,-0.06312602,-0.10683279,-0.060654406,-0.05470147,-0.12316762,0.006320546,-0.05617164,-0.026045173,-0.011254725,-0.030738859,0.008564584,0.014265319,-0.033170722,-0.033954263,-0.053014703,0.05925856,0.009057876,-0.07644757,-0.023341566,-0.13072933,0.028677836,0.03576529,-0.03166393,-0.065367535,0.011970166,0.0298134,0.03332652,0.0065031867,0.050262585,0.0059635257,-0.07683919,0.03071198,0.042009123,-0.08068009,0.024848135,0.067879625,0.1080926,0.023595529,-0.005329355,0.024079781,-0.04321315,0.028070334,0.044260222,0.021902863,0.03502675,-0.02150165,-0.07402333,0.014829942,-0.06606782,-0.019619396,0.00815577,0.066320606,0.09397964,0.003694259,0.10330369,-0.02540574,-0.046207856,0.01833532,0.113749735,0.010158477,0.03244235,-0.15939876,0.009416149,0.034708932,-0.09110332,0.052433427,-0.071757935,0.10042514,-0.036241647,0.020049833,0.13660042,-0.00019785986,-0.004027639,-0.076440014,0.041352104,0.06747601,0.028711753,-0.03118479,0.0079502445,-0.029731536,-0.0059275534,-0.05761099,0.015286395,0.102507025,0.06873826,0.049931694,0.06878464,-0.018089674,0.010997408,0.08620372,-0.039129775,0.024655499,-0.0066441055,0.026903585,-0.08579867,0.034002658,0.015633516,0.008742858,-0.06293251,-0.08993278,-0.00841151,0.044893473,0.11664418,-0.06044701,0.022685148,0.049822506,-0.017227365
1,0.018605782,0.021970816,0.009833935,0.019228173,-0.008286894,-0.002118471,-0.02119698,-0.06489452,0.2277038,0.028928945,-0.00022711555,0.016188117,0.04101064,0.014363966,0.035528075,0.0038328846,-0.006164533,-0.04189971,0.09599425,-0.020943835,-0.080768794,-0.073047,-0.07483111,0.061760515,0.010728766,-0.049083754,0.11322073,0.055428345,0.037437096,0.009933386,0.0928993,-0.1212231,-0.031498034,-0.022085216,0.033592824,-0.06983089,-0.036641914,0.072312705,0.010361003,-0.051766597,0.0101192705,0.08179486,-0.025249839,0.02129609,0.09647797,0.081457324,-0.0013136874,-0.048407346,0.009079698,0.11155943,-0.06664992,0.051217478,-0.08489905,0.07300455,0.027755583,-0.09905975,0.015863473,-0.039925944,0.033917364,-0.06040994,0.011907257,-0.21087377,0.10561178,0.01351436,-0.15960725,-0.023257822,0.09590629,0.022325406,-0.031042619,0.013947531,0.04681163,0.042353626,-0.0128591955,-0.027761592,0.036447205,0.079478316,-0.030068455,0.036540296,0.05151213,-0.019613808,0.028834112,0.050762344,-0.0026622524,-0.14070086,0.022869194,-0.024251917,0.018103883,0.04722949,0.035949256,0.028973833,0.020713363,0.022723356,0.011821335,-0.006839242,0.03635501,0.024790285,-0.108710214,-0.022590427,0.1549658,0.019189702,0.03389308,-0.0039259493,0.03755554,-0.021759154,0.15108281,0.021197367,0.064669244,-0.0768421,0.0388766,0.114264354,0.011877952,0.054751255,-0.06752738,-0.047118038,-0.07980048,0.044918783,0.0574949,2.5999412e-05,0.02512817,-0.048048593,0.043965682,-0.07549939,0.026961755,0.024343075,0.019953944,-0.014059831,0.06556379,0.068840824,0.1031234,-0.020260002,-0.0070122504,0.1250521,0.088367805,-0.04502129,-0.024658343,-0.01458247,-0.074892156,0.03603507,-0.01586778,-0.11099749,0.028016068,0.014904134,-0.10088239,0.025567638,0.019035898,-0.011644629,0.043609444,0.16621362,0.041733094,-0.041288976,0.03728896,0.01131787,0.015952032,-0.04164379,0.04163701,0.12322991,-0.028393911,-0.023590455,0.008390588,-0.06000998,-0.0035568005,0.009434241,0.04919557,0.0090125445,-0.056957863,0.0072400863,0.06646852,0.025460692,-0.039718132,-0.035409626,0.074960716,-0.006539013,0.05128903,0.04680178,-0.038640767,-0.029301234,-0.022704972,0.029968966,-0.009034122,-0.03667312,0.03469217,-0.1602808,0.07166223,-0.02486543,0.031601224,-0.008091451,0.011508069,0.006391629,0.0735822,-0.041616537,-0.09740437,-0.09897171,-0.0075114304,0.019046318,-0.13882482,0.033779014,-0.033558305,-0.017775396,-0.051759776,-0.1124747
2,-0.009156702,-0.0021432966,0.12973891,-0.0010200749,0.097352676,-0.035352964,-0.020810047,0.022296833,0.037724804,-0.010668895,0.043707848,0.15103087,-0.06536036,-0.11145336,-0.07360543,0.0721925,-0.049121004,0.026170807,0.10900696,-0.07082934,0.07868849,0.0045804363,0.045792267,-0.097275995,-0.07101565,0.0035508513,0.03417398,-0.04746999,-0.035358112,-0.03989204,0.074150115,-0.01638884,0.08228203,-0.046043802,0.06674345,0.06984337,0.06209154,0.118018255,-0.10090679,0.077657305,-0.06429603,0.05612919,0.025135178,-0.08346652,0.031950388,-0.05416063,-0.005156574,0.05684957,0.09448573,0.021713287,-0.015517496,-0.0007857245,0.06286946,0.0073011764,-0.029705359,-0.08053434,0.04666576,-0.034827337,-0.003499177,-0.0230651,-0.043875277,0.017885631,0.009283671,-0.06244039,-0.047856074,-0.012764606,-0.029294638,-0.062212847,-0.08085161,0.10982527,0.08183057,0.10738049,0.046262,-0.004954076,0.021709586,0.08464301,-0.04905886,0.12971096,0.055655703,0.0064056786,-0.012325039,-0.04152626,0.040841218,0.013449868,-0.006304653,-0.030969962,-0.065560505,-0.13844848,0.0178829,0.049543776,0.040272716,0.037063263,-0.04240595,0.057054546,-0.002937402,-0.011442374,-0.010158401,0.023706302,0.021739664,-0.012458742,0.0047120675,-0.028934525,0.031093566,0.08780967,-0.019183818,0.05093594,0.013894579,-0.017658848,-0.056686454,-0.08940185,0.11880629,-0.085092075,-0.024951287,0.009155539,-0.06898246,0.031867314,-0.10550321,0.12781109,-0.06861601,0.018989764,0.025220226,-0.005258423,0.005155243,-0.08322628,0.12185457,-0.05686154,-0.060291868,-0.0035772643,-0.009722732,0.13416578,-0.0837886,0.023856718,0.05138278,0.05549295,0.017816413,0.068803966,-0.05674194,0.010075273,-0.008242025,0.14123431,-0.05425877,-0.01275808,-0.05578863,0.0019496067,0.00504128,-0.012853444,0.032231346,-0.017331673,0.07433274,0.057969783,0.13983275,0.034230758,0.03297772,0.0052425377,0.049196895,-0.14537357,-0.020022154,-0.025347522,0.08164911,0.014960409,0.090009704,0.008399359,-0.020349838,0.062076572,-0.10820254,0.10957779,-0.009779236,-0.051576745,0.028796293,-0.03240215,0.0072471034,0.010767233,0.022750651,0.093024075,0.017674943,0.059223562,-0.05872684,0.03420028,-0.098692484,-0.103717245,0.0917434,0.08021894,-0.053327397,-0.010111884,0.0931338,0.011379927,0.045057416,-0.09270085,0.16241497,0.0056385607,0.05683915,0.09715073,-0.031602416,-0.01511536,-0.12700216,0.03800784,0.028889453,0.043584302,0.053975727,0.06251787
3,0.09387732,-0.0024491132,-0.08256267,0.022715693,0.052467123,0.033857483,-0.07296052,-0.06497293,0.009338965,0.06637786,-0.0013999729,-0.03914507,-0.077629104,0.05929188,0.06852852,-0.019599821,-0.09299961,0.033661403,-0.04298825,0.016149936,-0.040558923,-0.0426551,0.0579525,-0.012322319,0.093798414,0.025331771,0.07231152,-0.008120352,-0.047494512,0.14645493,0.050635766,0.16255432,-0.032935765,0.04670438,-0.03229039,-0.011294022,-0.056720033,0.020868387,0.073996544,0.006399353,-0.08003624,0.017599482,-0.01134652,-0.0131734675,0.03752333,-0.10822182,-0.11222012,0.03209809,-0.06550427,0.10803805,0.00767161,-0.028179247,0.034569945,0.05312461,0.09660405,-0.026896706,-0.05732483,0.033754926,-0.036770124,0.031967327,0.07669491,0.01545969,0.007893908,0.0013267538,0.0976605,0.06475394,0.061632164,-0.060321987,-0.022589918,-0.084570795,-0.05478741,-0.08414724,0.025119638,0.06700546,0.024641996,0.062033165,-0.054844234,0.043780193,0.103790656,0.00042578173,-0.05835451,-0.04769511,-0.03662409,-0.01337085,0.02279368,-0.05577407,0.017005276,-0.08422967,0.031361304,0.055832572,-0.020636877,0.0019342442,0.0890032,-0.08628635,0.009982023,-0.108827956,0.06802026,-0.06671599,0.0057728323,-0.15631305,0.051812448,-0.049900334,-0.0212771,-0.009968325,0.056642268,0.03597912,0.039680466,-0.023748994,0.04876387,0.031660154,0.047948055,-0.07964981,0.019501185,0.09429911,-0.008056614,0.0117805535,0.0024415003,-0.054039408,0.055256855,0.045363,0.07323764,-0.04801166,0.00051877304,-0.11699478,0.06562015,0.18994682,0.056533482,0.16695495,-0.09835368,-0.09070568,0.038000904,0.033158273,0.036575213,-0.083153315,-0.09068169,-0.010533311,0.09242953,0.009018303,-0.0010898926,0.07212753,-0.05738491,-0.048772052,0.07925719,0.0964571,0.077941775,-0.0247726,0.023614394,-0.11048963,-0.032572113,-0.08324055,0.016730629,-0.07245367,0.013179547,-0.076747395,-0.011010274,-0.18221082,-0.0041412427,-0.11899075,0.100569,-0.03482222,0.1273847,0.056725577,-0.035237897,0.03894404,-0.03957868,-0.10598853,-0.05728135,0.050228465,0.04767021,0.06043862,0.013800795,0.056724403,0.005329149,-0.026160093,0.012111207,-0.03593375,-0.10876913,-0.064085655,0.013735949,0.07543101,-0.03571654,-0.022765448,0.1250371,0.04999932,-0.0608413,0.04371969,0.118790485,-0.019326292,-0.00062567834,-0.030459244,-0.04015587,-0.022960747,0.046798337,0.00031807987,-0.023222487,-0.06370413,0.015875623,-0.056563012,-0.18983124,-0.09372914
4,0.00793143,0.061434805,0.073676616,-0.053779025,0.00518232,-0.060742486,-0.04179372,-0.026081746,0.06301119,-0.026550088,0.018492518,-0.017736075,0.007261801,-0.04657895,-0.010866234,0.018157057,0.06796895,-0.021041734,-0.050911743,-0.063980214,-0.066312686,-0.035919543,0.11999186,-0.009573491,0.007006128,-0.066277824,-0.057631526,0.04098686,0.02199362,-0.09492818,-0.0050995005,0.00010890652,-0.066163056,-0.01088734,-0.0044156336,-0.010323283,-0.032617487,0.0035657864,0.020835452,-0.06389325,-0.07614411,0.019475907,0.08007181,0.14002503,0.07486136,0.048908222,-0.030199481,-0.018900974,0.0050900863,-0.0016295244,-0.0018074111,-0.03954173,0.027036944,0.01978642,-0.0064236843,0.037771165,0.014547834,-0.029474422,-0.0076130605,-0.069094494,-0.010228426,0.012250719,-0.023951165,0.012151353,-0.016538497,0.008936546,-0.0066902665,0.006748604,0.07545437,0.014025008,0.027950779,-2.7976394e-05,-0.0076087913,0.0021465274,0.054572742,0.0048527666,0.02315343,-0.054732554,0.059125714,0.027771387,0.007204768,0.028195355,-0.02818646,0.03733175,0.05189423,-0.033182297,-0.115182616,0.11262473,-0.09836383,0.018365657,0.018528298,0.021321815,-0.07475224,0.00461299,0.029450955,-0.02424827,-0.0654738,0.029622845,-0.05320186,0.031887308,-0.0029985306,0.0038451145,0.038120214,-0.023264136,0.032376375,-0.08314882,-0.014195321,0.030275283,-0.053897787,-0.012488054,0.08481604,0.022458088,0.0013272411,-0.009316582,0.017461313,-0.0028232897,0.019601243,-0.028019724,-0.0022488874,0.044872794,-0.1043631,-0.07441717,-0.011267707,-0.04469083,0.019525306,0.030785203,0.044123467,-0.05331937,0.024365934,0.00014611443,-0.046787485,-0.0022732655,-0.010305494,0.042600516,0.10315789,-0.046954174,-0.0095649315,0.009564078,-0.055417888,-0.0191284,0.007647285,0.0512647,-0.017582295,-0.017595464,0.020680692,0.03851176,0.010411498,-0.05709761,-0.11639667,0.080808945,-0.071008034,-0.057983324,-0.017117925,0.046843506,0.008106418,-0.01928645,0.033053648,0.026751371,0.123107016,-0.01138659,-0.02208967,0.005296932,-0.058288053,-0.011255961,-0.06623739,0.048128247,0.07138101,-0.059417427,0.042835206,0.0033164434,0.10676921,0.038129024,-0.009580295,0.09628368,0.024505896,-0.047330443,0.0343139,-0.019219665,-0.010501742,-0.073489465,0.07805184,-0.013374669,0.032833304,-0.04658251,0.021212632,-0.05749863,0.026639089,-0.0072626118,0.0016263439,0.00033986228,-0.00373726,0.007506193,-0.02928037,0.011143925,-0.028439695,-0.027399078,-0.044254456,-0.03622537,0.0045791925,-0.01064214
5,-0.10836472,0.05310597,-0.04456371,-0.02224622,-0.012375646,-0.02772456,-0.059032068,0.06510555,-0.016927341,0.048289787,0.0040328912,-0.015556324,0.015160186,0.013443703,-0.014554255,-0.059564702,0.038686387,0.06641771,-0.033757493,0.049655683,-0.04570689,-0.071058765,-0.032614317,-0.07720504,0.035930946,-0.020261794,0.088246375,0.05036351,0.055916633,0.012784519,0.016154569,-0.07522695,0.00969662,-0.10964461,-0.10062704,-0.113075204,-0.082015894,-0.04596372,0.015839498,0.035557613,0.0071451883,-0.013051616,-0.025291989,0.04898158,-0.0048740422,0.010800087,0.067614704,0.020391984,-0.04599172,0.054453775,-0.08784013,0.015679637,-0.013484518,0.08257434,-0.017518636,0.017659746,-0.010353159,0.035536356,0.06562827,-0.0022646151,0.008690315,-0.010964039,-0.029271929,0.07423181,0.08661741,0.04905524,0.018036438,-0.07351574,-0.025508532,0.065949865,-0.06368364,-0.011451522,0.02129576,0.048420403,-0.03013749,-0.119304895,-0.011483278,0.008230895,0.054945778,-0.07689726,-0.08877179,0.092907,-0.030080056,0.004299414,-0.022524364,-0.04536609,-0.052953627,0.03818645,0.023759767,0.011857235,0.02122883,0.007844512,-0.014505787,-0.0051350035,0.042619634,-0.012890982,-0.067131504,-0.06261038,0.033232022,0.014341205,0.1050249,0.04496292,0.008734278,0.074431114,0.020748507,0.009269446,0.057137415,-0.07017591,-0.0551088,-0.020584568,-0.040867537,0.05530201,-0.002235002,0.014866557,-0.1752372,-0.00014139168,0.016189765,-0.0504892,0.04347231,0.027772794,0.017427018,0.048928224,-0.04247067,-0.027547643,0.06908396,-0.061502166,0.080811605,-0.07920038,0.06768449,-0.07509984,-0.0129853515,0.11386683,0.029778378,-0.018367572,-0.0018768581,-0.009181169,-0.06957201,-0.012883336,-0.017428268,0.04436851,0.025916401,-0.009958273,-0.06467298,0.06604798,0.10702361,-0.07469037,-0.009627257,-0.0658706,0.05770091,0.012911743,-0.07432285,-0.021851804,0.011416124,0.010766285,0.034893468,0.0005300479,-0.047386143,0.088403605,0.0007870844,-0.020836893,-0.03139762,0.025858685,-0.008413598,0.07817633,-0.050924134,0.07485759,-0.018512253,-0.0045050494,-0.05804318,0.021226877,-0.16276668,-0.01736398,0.039596472,0.028547801,-0.08693852,-0.003118299,-0.06394448,-0.00590222,0.003092201,-0.0026776968,0.003552562,-0.07093568,0.059932873,-0.056298576,0.053067483,-0.0059972336,0.06471077,-0.091972195,0.11345222,0.06307176,0.05553204,-0.09246466,0.0074966843,0.0023977796,-0.0059659514,-0.073594406,-0.095557,0.037412345,0.004500492,-0.06267499
6,0.12831543,0.040141698,-0.057239067,0.014270479,0.05095685,0.035098672,0.15481971,0.02054002,-0.08043752,0.123287775,-0.13931173,-0.024085572,-0.046088934,0.029505668,0.0798835,0.046591073,-0.11729897,-0.012253831,-0.028631536,0.1119861,0.102709964,0.03728497,-0.026526136,-0.12271145,-0.03252845,0.02550179,0.008662374,-0.071865216,-0.00878863,0.104872555,0.059600525,-0.027308084,0.03532941,-0.08923197,-0.088649474,-0.07254122,0.05774563,0.029551456,-0.08742271,-0.0044405125,0.018975904,0.0068076598,-0.0083593065,-0.13951585,0.02309029,0.06836405,0.000112634545,-0.028186804,-0.07340963,-0.09059216,0.0692744,0.045678135,0.06796873,0.060448293,0.07308629,-0.00832307,-0.039512437,-0.09956055,-0.053867493,-0.08952538,0.053024948,0.06012448,-0.011502089,0.052508663,-0.015058169,-0.11823525,0.06307352,0.049711432,-0.0683712,-0.079771206,0.04706098,-0.052615043,0.07141436,0.06563298,-0.05573417,-0.04852137,-0.059558887,3.2990614e-05,-0.057608604,-0.004526528,-0.006323967,-0.039862454,-0.09131225,-0.0927534,-0.060402967,-0.056313645,-0.034193408,0.031299874,0.04863645,0.063373454,0.021662705,0.09891021,-0.16500361,0.02659771,-0.03437666,0.0010851807,0.10591859,0.0013911249,0.055822883,-0.018168746,0.020715479,-0.04081206,-0.030924695,-0.03664028,-0.038756102,0.045567065,0.005635235,0.015653372,-0.08215334,-0.010921131,-0.058845524,0.016891502,-0.008715275,0.012865625,-0.028675096,-0.00040894042,-0.013494345,-0.021889808,0.048041344,0.030415917,-0.042710308,-0.030826952,0.047773924,0.10787047,-0.051583327,0.0060142786,-0.034986403,-0.040139712,-0.07725263,0.0018353891,-0.051724046,0.03588794,-0.10316711,-0.045697037,-0.0290905,0.0037656622,0.00026412448,0.0001660335,0.10367908,0.023133423,0.012169221,-0.0892159,0.018286005,0.056912057,-0.11621774,0.076532625,0.0019375584,-0.074888326,0.09474018,-0.015264474,0.021111622,0.020521862,0.022364179,0.02076419,-0.03949958,0.061783303,0.02625719,0.007414482,-0.07319162,-0.089480475,-0.035449594,0.01643041,0.012233784,-0.023336764,-0.050118107,-0.03926091,0.12236741,0.008899073,0.078627676,-0.09623818,-0.046793975,-0.08554667,-0.05879661,-0.011436007,-0.042316187,-0.108459644,0.04291767,-0.015107921,0.14427508,0.064575076,-0.023043454,-0.03961208,-0.07388851,0.007690206,-0.036076598,0.012500166,0.081410766,-0.00791524,-0.06552353,0.034997582,0.026831737,0.05995525,-0.0913232,0.00040219782,0.026391922,0.10485174,0.00808345,-0.025237054,-0.09647518,0.045403846
7,-0.028861977,-0.06139028,0.044808004,0.010340627,-0.031199478,-0.046570636,-0.09462513,0.024815302,0.06475315,-0.034495153,0.038035437,0.026920063,-0.0018219416,-0.024534242,-0.0026746115,0.013224636,0.054636914,0.076068446,-0.016747313,-0.02378477,0.039071,-0.04474227,-0.031495944,-0.044231564,-0.008418331,-0.014454164,-0.05793008,0.0016590721,-0.04698732,-0.026794534,-0.014006788,0.09599639,0.014576295,0.031239098,0.0076512364,0.01879152,-0.121940345,0.0005036606,0.019608196,-0.012031037,-0.021196486,0.001735189,0.0635114,-0.012699289,-0.014686312,0.024650108,-0.02579659,0.0002995476,0.0030113452,-0.032967255,0.13408919,-0.022022095,-0.019536844,-0.014810831,0.044028718,-0.05095799,0.06277845,0.04448057,0.022046596,-0.032321587,0.06560065,-0.06629028,-0.0107031,-0.0120707415,0.016883273,-0.08684954,-0.006086831,-0.026295776,-0.00045964448,0.011261173,-0.01800005,0.007746598,-0.02086687,-0.027855529,0.021920318,-0.023021353,-0.056616075,-0.011786575,0.10662148,-0.029454514,0.041160926,-0.016978763,-0.10182346,-0.046395343,-0.029714039,-0.020206183,0.09857878,-0.098542064,-0.0014059182,-0.010562197,0.010975684,-0.018426297,-0.045017127,0.031990595,-0.0089730285,0.023074059,-0.10146864,-0.024491891,0.033787,-0.013869701,0.018033925,-0.047721505,-0.017112909,-0.084801085,0.016239632,0.016590793,0.042013787,0.009613279,0.048154112,-0.0072145406,0.026698882,-0.03741341,0.047758423,0.05557278,0.03788489,-0.014367428,0.003873525,-0.058142465,0.011024739,-0.044478238,-0.02843601,0.052629944,0.01808811,0.028924735,-0.025358593,-0.013472989,-0.011569591,0.010482146,-0.052136026,0.06137788,0.015692612,0.023679098,0.06275242,0.0067537455,0.072637565,0.033876687,0.025197746,-0.0022185422,-0.01020169,0.05808482,-0.033756923,0.19315065,0.009081315,-0.013447351,0.016343132,0.0205098,-0.02727066,0.03791644,-0.0068443157,0.022675706,-0.035633605,0.017679786,-0.04328424,-0.0146274,-0.028740313,-0.04090561,0.024133597,0.08134072,-0.030581655,-0.012673527,-0.12409951,0.002866736,0.02323825,0.024569726,-0.06238227,-0.011533101,-0.00090827566,-0.0111660985,-0.036381748,0.018673293,0.052324582,-0.048817232,0.048372876,-0.010415851,-4.539605e-05,0.056134284,0.043939568,-0.11851405,0.06797885,-0.003934133,0.048533697,-0.031978004,-0.034758702,-0.024477918,0.08872428,0.08939359,-0.04045441,-0.033555705,0.0027930792,-0.08219779,-0.07519899,0.043931816,0.058579482,-0.06855705,-0.02676395,-0.0028523155,-0.015404592,-0.13407034,0.027336715,0.023083352
8,-0.07242775,0.054367617,0.05462333,-0.040145196,0.013443968,0.020171817,0.07323462,0.06219268,-0.035712894,0.04735523,0.0020293794,0.02700442,-0.013633451,0.005293518,-0.048883785,0.021941572,-0.0064695687,0.0058931997,-0.058252506,0.00918278,0.05302982,0.15343277,0.009725979,-0.011446921,0.07368661,-0.03311363,0.0022564742,-0.0015553673,-0.041042157,0.06262623,-0.0940232,0.044335566,0.06851098,-0.025175964,-0.032116584,0.02818118,-0.008574401,0.003676939,0.049326096,0.072059706,0.0033003357,-0.04009284,-0.12358474,0.030013328,-0.080017686,-0.006561772,0.04665607,0.07491734,-0.027745621,-0.02336498,0.008794913,0.019197688,-0.03409408,0.01038974,-0.04420366,0.029257573,0.0034995421,-0.04442875,0.0007478236,-0.04865366,0.10660532,0.038170327,0.011279266,-0.07503636,-0.03626807,-0.017208463,-0.020689344,0.04702948,0.09062463,0.023152165,0.04939479,-0.02092117,-0.023075785,-0.090254195,-0.083060354,0.024002004,0.053675227,-0.019060222,0.0281796,-0.06287665,-0.06538255,0.013361034,0.032672808,0.052086677,0.011295089,0.013658003,-0.0004118544,0.028143331,-0.0042928797,0.0070532192,0.0070397356,-0.10994457,0.020034323,0.034951486,-0.12574042,-0.020312352,0.08204053,-0.043847695,0.01682913,0.048438836,0.0241574,0.046806727,0.017216979,0.06373669,-0.04500496,-0.0185889,-0.1039099,0.015210903,0.027636599,0.011375217,0.015155442,0.04179299,0.027496133,0.02696843,-0.059380133,0.13879898,-0.014229909,0.008331811,0.012352265,0.022764744,-0.06740955,-0.07599046,0.09160612,0.038144182,0.084176786,0.02429009,0.10076854,0.062162615,0.014816673,0.02867804,-0.0037437417,-0.004896365,0.0026716131,0.011487409,0.019517774,0.0583941,0.015757285,0.021428742,0.09836604,-0.01956436,0.02969356,0.02527066,-0.006415188,0.0036874202,-0.009336109,0.012349279,-0.008640157,-0.0008135833,0.007469478,0.0062663243,0.012762014,-0.028362023,0.04347274,-0.07599714,0.040341,-0.006529964,-0.050986916,-0.024752019,-0.010121632,0.06345732,0.030796012,0.038430385,0.054282993,-0.020943023,-0.020615727,-0.070015684,0.054297283,0.028939087,-0.009749661,-0.020612141,0.014454976,0.047033854,-0.0074269236,0.06860585,0.0761435,0.00028544446,0.06589978,0.042756114,-0.18476342,0.09071332,-0.004193517,0.0024117255,-0.004123882,-0.028734481,0.015323272,-0.0043144184,0.021542443,0.043915395,0.025943723,-0.024054596,-0.036983475,-0.024443833,-0.0070832497,0.00014936582,0.018544896,-0.05568909,0.0675686,-0.0034253309,-0.038917277,-0.08981004
9,0.02895287,-0.00763646,0.047997538,-0.0003960748,0.037950512,-0.0015267531,-0.056803856,-0.03891149,0.007881084,-0.0217382,-0.024108114,0.032804813,0.007362222,0.027429972,0.009899366,0.0074487063,-0.066281356,-0.0067238035,0.00088605157,0.004683434,-0.061619442,-0.02003076,0.03524029,-0.042691234,-0.020676328,0.017242527,-0.03873965,-0.08029777,-0.035241283,0.004453609,-0.0076989452,0.12732577,0.0013764419,-0.00066189014,0.0030675826,-0.007874937,0.0014024704,0.012584563,-0.05446395,-0.007967027,0.03372473,-0.039135434,0.057544343,-0.061881892,0.05187243,-0.03599349,-0.030157201,0.032258928,0.009168557,-0.10296979,0.0007767031,-0.06747221,-0.024801895,-0.042733375,0.09602422,0.020814423,0.0044122543,0.03372265,-0.0011763697,-0.07232456,-0.039518993,-0.07522406,-0.0012448155,-0.04087196,-0.035878543,0.0035567905,0.051970437,0.004950884,0.0021980654,0.10063726,0.022569446,0.02646225,-0.030403221,0.029198559,0.046871696,0.009321603,0.05915861,0.020464785,-0.008009426,-3.2664877e-05,0.017007122,-0.034497667,0.036903232,-0.021282053,-0.031429607,-0.02228693,0.04200816,-0.014568975,0.025362818,-0.06752886,-0.025392927,-0.036743138,0.084865145,-0.038787078,0.025208214,-0.016384823,-0.029721163,-0.012887759,-0.059847623,0.04222077,-0.054012652,0.019351002,0.013166041,0.007088199,0.0019142631,0.016310446,0.0021999497,-0.015307666,0.048162658,0.0073126825,-0.05583232,-0.025411764,0.027297037,0.04506755,0.011207795,-0.027708253,-0.043148,0.009858319,0.001497844,0.031155027,-0.07718544,0.038726144,0.004404025,-0.0202618,0.031235801,0.017197479,0.016401768,0.02927872,0.005656968,0.014428485,0.036408316,0.11269675,0.036330927,-0.0022504008,-0.064073354,-0.009946346,0.014871471,-0.0024788636,0.05836302,0.009837777,0.00019123883,0.06546993,-0.024493357,-0.13558851,0.029408874,-0.027308732,0.02497743,-0.03624141,-0.091089256,-0.0069581587,0.08066622,0.029772053,-0.020501986,-0.045972854,0.052590154,-0.008293999,-0.036522772,-0.035676092,-0.015921269,-0.02871369,-0.033428162,-0.12502739,0.045537885,-0.0059899306,-0.07351477,-0.047392394,-0.01269404,0.059499994,0.02160068,-0.009024352,0.06983843,-0.06774216,-0.044285506,-0.03443662,-0.030736499,0.006019063,0.0015741764,0.008310301,0.012352093,-0.053380597,-0.057972364,0.11867481,0.014233042,-0.035296906,-0.029280858,0.03549467,0.00012847838,0.027486663,0.003064995,-0.0006472856,-0.019678513,-0.06500352,-0.0043231384,-0.020803906,0.015211719,-0.000805941,-0.11561857,-0.12549365,0.0033449954,-0.020782502
