,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,-1.6551821,-1.6003882,0.7433053,-1.0479927,-0.45289615,0.26639768,-1.4461079,0.4391579,-0.47300172,-0.91924435,-0.8933594,-0.34798703,-1.520038,-0.56243235,-0.25956562,-1.7848247,-0.8014839,0.20194373,-0.35055047,-0.78257895,0.7298844,-0.40712985,-0.67589164,-0.6245591,-0.48554572,0.17892846,-0.5199614,0.039067246,0.06577716,-2.013447,-0.26130056,0.10560459,1.1012926,0.70901346,0.4454013,0.784351,-0.7865524,3.6230316,-1.3710994,-0.858262,0.4633741,0.062350594,-0.36006987,-1.694709,-0.6218926,-0.763439,-1.441409,-0.22216633,-0.7040521,0.05580602,0.96667945,0.23158777,-1.3284019,-1.5787486,-0.62861437,0.8614636,-1.1986784,-0.7269838,0.47288468,-1.3844564,-0.5564196,-0.08300264,-2.3823483,-1.2369467,0.18828951,-0.4213491,4.5375896,-0.8081732,0.084919594,-0.91276455,-0.34796366,-0.7481825,-0.08912074,-1.078505,-0.4348088,-0.7893029,-0.71827656,-1.9804112,0.28497326,-0.43189394,-0.75803185,-0.77848697,-0.3991828,2.7270057,-0.05843985,-1.0667605,-0.018740032,-1.1510673,-1.336462,-0.4251751,-0.73535323,-1.1330955,-0.44808826,-0.337923,-0.77188545,0.77055544,-0.33145344,-0.3584862,-0.15101172,-0.5833344
1,-0.7104201,-1.1940513,-0.2599578,0.029571466,-0.11541379,-0.5223517,-0.22845948,5.3353524,-0.34238788,0.18315439,-0.9258604,-0.42297632,-0.4792125,-0.57372415,0.475148,-1.0629245,-1.1046425,-0.99943924,-0.6223611,0.739943,-0.5723478,0.08629437,-0.24693868,-0.084397,-1.1384393,-0.26228362,-0.32079026,-0.5877827,-0.19666727,-0.128786,-0.48037428,0.6312044,0.66750073,0.13026305,-0.85915476,0.15056403,-0.6525076,0.92015576,0.26488292,-0.3312236,0.18849535,-0.8784258,-0.77717,-0.038539384,-0.6375365,0.6474446,-0.092822045,-0.3845713,-0.47671965,-0.19412044,0.4985861,-0.7969441,0.019193599,-0.4922423,-0.8521771,-0.3946665,-0.39119133,-0.124079235,0.010842408,0.4225042,-0.2557598,0.26325315,-0.8310652,-0.4516935,0.5853293,-0.9695468,0.06540139,0.66412574,-1.0296323,0.046569347,-0.45882738,-0.6310953,-0.66030526,-0.6034272,-0.58071655,-0.49960718,-0.9236916,-0.8132739,0.64809513,0.06254622,-0.8207208,0.15412797,1.0881199,-0.23547791,-0.7432277,-0.8664391,0.5559559,-0.6027749,-0.4116136,-0.1877991,0.31404716,-0.87599283,-0.54601645,0.46855327,-0.8787898,-0.56625426,0.6346803,-0.3839336,0.3301276,-0.31020376
2,0.34795934,0.9515968,-0.3173505,-0.81599253,5.1769524,1.5375283,0.51124436,-0.07942236,0.8162606,1.5999025,0.86947006,-0.56125385,0.84744567,-1.0239724,1.0000181,-0.68568236,0.43358514,1.8952477,2.3626084,-0.08450199,-0.56614333,-1.0798684,0.49185538,-0.60994834,1.5421762,0.10777991,1.7312809,0.108816214,-1.0336068,1.5105548,1.8692918,-0.3804738,0.29103932,0.69512296,-0.99299175,-0.7799772,-0.2046779,1.5998831,-0.51425344,-0.07012632,-1.4856683,0.7954571,1.7991891,-2.1636438,-0.8967561,-0.4323403,0.5311284,0.7251103,1.7087291,0.62972885,-0.22808589,-0.5855087,0.67257285,-1.4730572,1.377318,-0.9881545,0.6793841,-2.4694352,1.288477,0.6300033,1.7461904,1.8748072,0.07529458,0.1932857,-1.6772041,0.7304009,-0.50134003,0.6047902,0.019299692,0.8930876,0.56848186,2.4407063,1.8081322,0.46305192,2.0553946,1.1727754,-0.4112078,0.3044754,-1.7522213,-0.14151804,0.94253355,0.88424444,-1.7504416,-0.7983797,2.2658474,0.67245597,-0.050661515,1.8076304,0.6401391,-1.1915345,-0.88386774,0.03534383,1.2925026,0.07696401,1.360575,-0.34475043,-0.5619986,0.75112337,-0.22476703,0.8751946
3,-1.3843683,-0.8800278,0.8616395,-0.7948276,-0.64532846,-0.13024643,-0.80220175,0.33784,0.69341666,-1.3160869,0.40598926,-1.0721884,-0.8050009,-0.9156289,-0.45297125,0.492642,-0.8086728,0.106877215,-0.064697996,-0.9949332,0.11993551,0.02514338,-1.0172142,-0.7920528,-0.18342501,-0.27332258,-0.24260785,-0.7019202,-0.45362216,-0.64089394,-0.19861728,-0.665879,0.13191551,6.0079713,-0.6266537,0.44373608,-0.052229106,1.2994113,-0.12629284,-1.2313976,0.14125778,0.1878124,-0.37362686,-0.9507483,0.28513277,-0.527538,-0.8787488,-0.24772397,-0.6644067,-0.02009213,0.39405227,-0.07439748,-0.96071523,-0.71910423,-0.6410914,-0.4188919,-1.1293377,0.029413132,0.42784917,-1.2529563,-0.48007506,-0.7475371,-0.74397355,0.024321478,-0.03815493,-0.11886572,4.144957,-0.42254347,0.66474867,-0.82054704,0.3141833,-0.08300314,-0.29713506,0.1583858,-0.67229545,-0.8334034,-1.27155,-1.145003,-0.16498958,0.48794433,-0.2655147,-0.55995995,-0.61404645,0.4183649,-0.050287377,-0.77122295,-0.62738544,-0.39198783,-0.9827635,-0.94876516,-1.0640758,-0.7197394,-0.41771004,0.91166806,-0.441011,-0.29027987,0.43576232,0.0574078,-0.37798396,-0.6043597
4,0.21461894,0.97874695,-0.17498998,-0.38712728,5.3602133,1.3181902,0.20208769,-0.51006395,0.25536096,0.51682925,-0.59887534,0.59220827,1.2495315,-1.0533178,0.008359381,-0.13482714,0.34255975,1.8264135,2.0386713,0.51357424,-0.7648398,-0.3860137,0.9089555,-0.29196617,1.9555789,-0.42867735,1.918459,-0.16134097,-1.1065308,1.7233618,1.6617562,-0.0024522524,-1.1405137,0.27519488,-0.3362265,-1.2676133,-0.14080158,0.9396769,-0.7788085,-0.63234186,-0.898146,0.845988,1.8120558,-0.5081549,0.190999,-0.50437945,0.3017658,1.0702181,1.2000381,1.8213135,0.009886222,0.024491511,0.5780136,-0.11058869,1.1831417,0.46743703,1.2552761,-1.2424634,1.6988205,-0.15586163,1.654772,1.6237053,0.38403052,0.009453891,-1.1071432,0.2930883,-0.56207937,-0.5900719,0.151733,0.9469141,-0.36188474,1.570789,1.4905722,-0.27214584,1.6261014,1.2297254,0.099634536,-0.04268654,-0.693509,-0.48785263,1.0522449,0.9199611,-1.3265088,-0.049247403,1.971772,1.060458,-0.9920858,1.7960931,1.0956529,0.12526332,-0.36038032,-0.8047829,1.4077405,-0.6068637,1.1932788,0.62085074,0.61061585,0.981089,-0.6075449,0.8488097
5,-0.5775246,-0.34351403,0.5358291,-1.0818994,0.13443148,-0.26625726,-0.50976944,0.34009874,-0.54365146,-0.98107547,0.35772288,0.048988204,-0.66199136,-0.07072802,-0.22792117,0.10494952,0.614397,-0.278017,-0.35580763,-1.1599298,1.360807,0.5257075,-0.6190012,-0.67136145,-0.30006686,-0.21596102,-0.25804722,-0.69964653,0.8744046,-0.14772484,-0.4805993,-0.19254096,0.932165,2.4309402,0.9058111,1.3466563,0.122987665,-0.047923483,0.5258508,0.5258293,3.2174702,0.21983428,-0.5027812,0.7805677,0.34450993,-0.3089699,-0.7177804,-0.12898344,-0.54108596,-0.4038573,0.82060593,0.5717554,-0.60846907,-0.58481514,-0.5986942,0.25392812,-1.2054486,-0.9067043,-0.2155458,-1.1018218,-0.3216946,-1.262967,-0.36782992,0.18960866,0.4320389,-0.3315061,-0.2456791,-0.7964571,2.5067146,-0.31753597,3.3199198,-0.7875913,-0.1932173,-0.49176002,-0.5991613,-0.6363906,0.34451646,-0.85311157,-0.54528034,0.11809306,-0.6465457,-1.1426458,-0.3398323,-0.49685854,-0.46701765,-0.6992169,3.3469715,-0.36948034,-1.0903986,-0.24287009,-0.40972865,1.3842671,-0.13698113,-0.095307425,-0.5796325,-0.9438579,0.48823592,-0.67789876,0.030577162,-1.198319
6,-0.89122367,-0.37559426,0.21187146,-0.86999965,-0.43901286,-0.29924765,-0.38646397,0.31870678,-0.5344454,-0.73138165,0.7119215,-0.17721587,-0.8662385,-0.07536001,-0.7929189,0.6043769,-1.1563098,-0.15451121,0.112190396,-0.63527393,-0.40475446,0.6462725,-0.5146713,-0.36761764,-0.4207031,0.47072908,-0.5711242,-1.0537426,-0.064646326,-0.5158407,-0.73731923,-0.18650176,-0.034769237,7.453203,-0.41756818,0.14694169,-0.054154903,0.635336,0.4676151,0.02852492,-0.29762077,-0.24561353,-0.7327026,0.16059062,1.404052,-0.7539855,-0.96827483,-0.5228358,-0.80703825,-0.3277359,0.13513803,1.2714682,-0.71818084,0.3725632,-0.76512045,-0.49445263,-0.87076545,0.12604932,0.16573416,-0.9013944,-0.68778837,-0.70456636,-0.28742933,-0.41621312,0.0683455,-0.035924766,0.7604271,0.33303145,0.468319,-0.4806857,0.18477662,-0.4429221,-0.65097886,0.15754567,-0.86801594,-0.63861775,-0.6238979,-0.626987,-0.07929919,0.5634453,-0.42499223,-0.5084072,-0.011633186,1.7665279,0.07209991,-0.9890761,-0.9273594,-0.42819682,-0.5689731,-0.61245245,-1.241747,-0.4904073,-0.39525935,-0.15591685,-0.7978615,-0.8613764,0.51145184,-0.49611288,-0.45024756,-0.4101098
7,-1.7302089,-1.1898867,0.10368627,-0.51814467,-0.6527928,-0.56806666,-0.8056083,1.384879,-0.11416974,-0.5994928,-0.73707443,-1.057857,-0.6073634,-1.16784,-0.65241456,-0.2334331,-1.000032,-0.00046628198,-0.6236221,0.003995492,-0.9966062,0.58700347,-1.0118587,-1.1565716,-0.71239144,0.64117426,-0.22090332,-0.604737,0.047292028,-1.0103459,-0.46777925,-0.36561507,1.3143169,3.6048207,0.49734533,0.1864472,-0.72427773,4.348831,-1.0698686,-0.3486016,-0.42223364,-0.650408,-0.32287198,0.030924518,0.55125916,-0.79017633,-0.64050967,-0.7337272,-0.47027934,0.18451832,3.1502464,-0.34184843,-0.80753165,-0.18666966,-1.0030363,0.83034045,-1.1765798,0.20639755,0.35199064,-0.36128822,-0.5411402,-0.15539773,-1.177005,-0.27100036,0.23911405,-0.09351885,2.422517,-0.4386726,0.20961273,-0.5607912,0.089521006,-0.25631505,-0.4628413,0.08697601,-0.8680829,-0.93725955,-2.1078126,-0.97988987,0.35963508,2.662999,-0.79582125,-0.015619256,-0.46466258,0.6523703,-0.37181562,-1.353287,-0.93691546,-0.7358775,-0.6871826,-0.17885964,-0.67899156,-0.7077669,-0.9756339,0.32912746,-0.99269384,0.50222164,-0.119594,-0.6282402,-0.7932539,-0.64988375
8,-1.1065854,-0.6665292,0.41924855,-0.2945853,0.18245408,0.29239523,-0.5283637,-0.4068276,0.20548108,-0.33674854,-0.9320268,-0.21347693,-0.49156934,-1.0836046,-0.38825023,0.05317842,-0.10618413,0.5724677,0.95078015,0.19832264,-0.6567149,0.15369412,-0.2352586,-0.3114107,0.045719896,-0.27509367,0.29190606,-0.585931,0.45973757,0.5828071,-0.065252505,-1.6033309,-0.12798843,-0.2831228,-0.4007493,-0.6709791,-0.017470412,4.0448594,-0.021137094,-0.85499984,-0.10764425,0.079850614,-0.19018134,-0.76136124,-0.49821103,0.2118184,-0.87411857,-0.012407311,-0.21428917,0.61507124,2.2323778,-0.24292915,0.021869218,-0.2709971,-0.2618208,0.25339463,-0.34492213,-0.28551584,0.49509564,-0.02580968,0.0707885,0.47044894,-0.6343625,0.015830025,-0.41625583,4.155591,1.6764761,-1.3153299,2.5547688,-0.04019695,-0.22957925,0.2111103,-0.34551305,-0.48888394,-0.4012884,-0.14440088,-0.3429111,-0.5062759,-0.3386123,-0.6215643,0.29484487,0.038157247,-1.17433,0.35729006,-0.18396011,-0.46911034,-0.44849926,0.19466883,-0.041006893,-0.13200238,-0.22263247,0.10285351,-0.42518607,-0.46217906,0.011298442,0.25021538,-0.1690104,0.4119727,-0.50670314,0.12007409
9,-1.4169912,-1.0128402,0.80179006,-0.8933993,-0.51853603,-0.50842583,-1.0209734,-0.4927151,0.6070306,-0.2754309,-0.4477588,-0.103454925,-0.80852526,-0.025649326,0.09342633,1.0877066,-0.29942262,0.13385366,-0.526064,-1.171808,0.15429214,-0.5438409,-1.1113209,-0.4158478,-0.30003887,0.04023286,-0.6171623,-0.36018395,0.28688797,-0.45420662,-0.37547883,-0.2844704,1.0198525,0.57708216,0.50596184,0.7468774,-0.265614,1.2233738,-0.014320052,-0.6697912,0.7320348,0.28729612,-0.5075088,-0.21610737,-0.65853226,-0.8522115,-1.04481,-0.3282608,-0.58525,-0.27882537,0.35318598,-0.5514899,-1.1269395,-0.17269282,-0.8697098,0.06671023,-1.2161293,-0.3526278,-0.5908801,-0.994994,-0.78468114,-0.77381593,-1.0696703,-0.0046519972,0.115714855,0.14018682,4.26346,-0.4956713,0.7707803,-1.0809178,0.913883,-0.31014472,-0.24694858,-0.23624654,-0.53092176,-0.94350946,-1.0588964,-1.3967491,0.19723484,-0.11735812,-0.6212841,-0.46633303,-0.5849395,1.1639078,-0.40291652,-1.1605572,0.121038996,-1.0047492,-1.0144491,-0.12715793,-0.91167045,-0.7960586,-0.93648505,-0.23113526,-0.4821361,-0.07096629,0.1586281,-0.66922575,0.063295536,-0.981524
10,1.5832645,1.0186527,-0.5724093,0.46634108,-0.23696245,0.98399734,0.9754126,-0.9383379,-0.29606307,0.05936299,-0.30429193,-0.75836855,0.93629944,0.65457106,0.8265804,-1.4034752,1.3718152,0.28310332,0.06617119,0.7072863,-0.5646621,-0.8617019,1.1015282,0.1265104,0.92235607,-0.5130289,1.2518144,1.3587401,-0.8523452,0.4453507,1.557811,0.5964432,-1.3755335,-0.85537046,-1.221715,-0.9659432,-0.7178862,-1.2486278,0.34628305,-0.85481936,-0.13823076,0.39630616,1.2790798,-0.52046597,-0.8773186,0.51331353,0.9643328,-0.066698164,0.99685514,0.940509,-1.1094,-0.3131099,1.06033,-0.31712323,1.5329556,-1.4757439,0.8170702,-1.3146889,-0.09134128,0.020867523,0.9472946,0.8604135,0.4363495,-0.7709984,-0.7004184,-0.34004176,-0.43439108,1.4913425,-1.8941212,0.9178741,-0.96446306,0.915074,1.5234128,0.19416426,1.5967174,1.0002557,1.4397361,1.2661391,-0.36403114,-0.5296917,1.0788194,1.2389373,1.4606347,-1.1521106,1.0234185,1.1069174,-0.43700382,0.752358,1.2746009,-0.6492366,-0.8877391,-0.5823836,0.6818902,-0.50485444,0.98024035,-1.0458186,-0.619257,1.5290432,0.43067998,1.326373
